ID	A_WT	B_WT	C_WT	D_WT	A_KO1	B_KO1	C_KO1	D_KO1	padj	log2FoldChange	pvalue	foldChange	log10padj
CSNK1A1	6499.198947	6468.037772	5752.841045	6402.108206	6809.619857	6760.656143	6966.704455	6597.367586	0.409098444	0.11138099	0.051894046	1.0802618	0.388172173
REPIN1	4941.179091	4147.517299	3541.20145	4460.02588	3400.375139	3200.638182	2878.447759	2805.89417	0.003989346	-0.476189256	6.50E-05	0.718873957	2.399098263
OTULIN	715.156655	728.0273234	800.1310609	785.5288216	922.4362945	777.874246	789.4438333	846.9662389	0.574687775	0.137757164	0.121426557	1.100193408	0.240568041
TUBA1C	3974.86623	4923.511284	6745.40869	4407.850534	5791.83558	5750.076453	6504.211258	6316.06472	0.493584502	0.280828968	0.077831645	1.214892757	0.306638486
ZNF37A	996.1110552	994.5087741	753.1728513	1000.027467	951.2624287	1009.641362	932.313019	1017.174857	0.905366565	0.063484547	0.573757911	1.044986676	0.043175548
RFWD3	1621.873128	1900.545707	2154.553144	1815.508802	2185.242712	1811.912146	2049.623317	2022.119155	0.786805725	0.106375068	0.319576226	1.076519959	0.104132489
DCAF7	9342.798028	8856.777496	7266.552741	8591.540321	9054.732232	8520.960227	7539.097026	7261.894647	0.877194601	-0.073001264	0.49845857	0.950658269	0.05690405
FAM111A	171.3396153	204.6577542	225.5835557	139.1342562	380.283232	227.0754735	170.344029	132.4977269	0.819882242	0.295842556	0.372615908	1.227601706	0.08624852
PIH1D2	32.9908576	42.63703212	23.01873017	38.64840451	38.80441143	32.8414941	40.29643697	26.49954538	0.99227853	0.016068959	0.959220863	1.011200414	0.003366405
SBK3	10.64221213	18.12073865	45.11671114	16.42557191	11.08697469	13.13659764	22.89570282	26.49954538	0.91528654	-0.298415368	0.605140299	0.813145051	0.038442924
PI4KB	2996.846935	2825.769303	2636.10498	2882.204766	2875.961236	2914.448019	2622.931715	2677.473297	0.922218798	-0.032068271	0.634846966	0.978017191	0.03516603
KDM1B	703.4502217	774.9280587	680.433664	712.096853	689.609826	667.1514944	690.5343971	638.0275157	0.701558196	-0.095655364	0.215085839	0.93584703	0.153936297
GAS2L3	788.5879187	589.456969	413.4163939	422.2338192	845.9361691	579.886953	305.8865897	304.7447719	0.948574867	-0.120595901	0.734495309	0.919807649	0.022928386
KIAA1467	1475.010601	1511.482789	1606.707366	1442.551698	1620.9157	1709.63435	1675.965447	1690.874838	0.187941604	0.150008488	0.011071831	1.109576	0.725977071
LRRTM1	422.4958215	347.4918117	325.9452193	701.4685418	431.2833156	571.4419974	844.3935201	938.6954344	0.373744301	0.632282933	0.041632082	1.550015813	0.427425421
TUBA4A	436.3306973	439.1614308	602.1699814	485.0374765	695.1533133	587.3935802	676.7969755	599.2974109	0.119494514	0.380971104	0.005007271	1.302218107	0.922652033
DYDC2	12.77065455	17.05481285	21.17723176	17.39178203	6.652184816	7.506627223	16.48490603	8.153706271	0.546698401	-0.809820071	0.102868411	0.570452999	0.262252196
ZNF818P	32.9908576	43.70295792	53.403454	23.1890427	37.69571396	27.21152368	43.95974942	41.78774464	0.989680139	-0.026802338	0.939580191	0.981593541	0.004505145
SHMT2	1807.047619	2049.775319	2435.381652	1961.406529	1670.807086	1563.255119	2102.741347	1867.198736	0.590689426	-0.196292183	0.132087804	0.872790811	0.228640803
ANXA5	2854.241293	3391.775905	5390.065858	4145.041383	4087.76757	3480.260046	5222.0519	5120.527538	0.82669586	0.182501799	0.381992103	1.134850141	0.082654237
BAIAP2L2	847.1200854	648.0828882	489.8385781	615.4758417	524.413903	585.5169234	461.5773689	452.530698	0.388591328	-0.360827022	0.045847392	0.778718053	0.410506896
CXorf56	765.175052	658.7421462	607.6944766	638.6648844	686.2837335	623.9883879	652.0696164	635.9890891	0.938720471	-0.038864078	0.691384879	0.97342108	0.027463711
FGF9	453.3582367	411.4473599	377.5071749	437.693181	370.3049548	463.534231	408.4593384	388.3202611	0.945647896	-0.040990054	0.720994974	0.971987689	0.024270539
EYA1	4438.866679	5897.767467	5928.704144	6068.765717	3552.266692	4587.487562	7439.271761	5191.872468	0.919233615	-0.104607834	0.621048546	0.930057725	0.036574103
DTL	1940.075271	2318.388621	2905.884497	2497.653141	3516.788373	2858.148315	3115.64724	2992.410201	0.125834501	0.369158201	0.005447832	1.291598975	0.900200268
LOC653602	55.33950307	84.20813843	85.62967625	103.3844821	85.36970514	90.07952668	101.6569205	102.9405417	0.81523728	0.208287429	0.368095543	1.155315936	0.088715968
PHKG1	27.66975153	26.64814507	26.701727	32.85114383	22.17394939	24.39653847	32.96981207	33.63403837	0.994753258	-0.006335097	0.980625241	0.995618472	0.00228463
PNKD	820.5145551	849.5428649	857.2175117	739.1507362	710.6750779	762.8609915	711.5984437	734.8527777	0.37632212	-0.161323904	0.042209317	0.894204119	0.424440254
CA2	34.05507881	77.81258361	162.0518604	124.6411045	24.39134433	59.11468938	174.9231696	177.3431114	0.971926859	0.1285177	0.839751051	1.093169944	0.012366416
SLC22A18	173.4680577	199.3281251	241.2362922	158.4584585	106.4349571	136.9959468	136.4583888	133.5169402	0.060000457	-0.588324683	0.001827484	0.665114818	1.22184544
SAP18	3106.46172	2638.166362	2494.309602	3059.021217	3225.200938	3040.184025	3036.886022	2946.545604	0.681930469	0.116626102	0.197505088	1.084196386	0.166259904
KIAA1656	110.6790061	120.4496157	101.2824128	106.2831124	90.91319249	111.6610799	91.58281129	114.1518878	0.898073111	-0.101109371	0.55508166	0.932315805	0.046688307
GCH1	178.7891638	201.4599767	347.122451	279.2347225	168.5220153	180.1590534	323.2873239	311.8792649	0.984709909	-0.033413121	0.911774058	0.977105929	0.006691692
SELT	3088.36996	2893.988555	2675.697195	3320.864157	3137.613838	3139.646836	3212.72502	3115.735009	0.801229844	0.073716988	0.343625501	1.052424681	0.096242883
PPP1R18	4344.150991	3958.848432	3781.516993	4162.433165	4185.332947	4455.183257	3976.525666	3657.956476	0.993754546	0.002626994	0.974626048	1.001822552	0.002720872
ZBED3	101.1010152	81.01036102	71.81843814	87.92512025	100.8914697	87.26454147	80.59287394	101.9213284	0.897581437	0.116240073	0.553415772	1.08390632	0.046926138
RNF34	1191.927758	1070.189506	1155.540255	1180.708758	1251.719443	1218.888595	1214.388078	1242.420993	0.553073615	0.099104161	0.106320014	1.071108153	0.25721706
LOC102723703	38.31196366	39.43925471	23.01873017	26.08767304	18.84785698	31.9031657	25.64318716	20.38426568	0.767284388	-0.379089461	0.291873727	0.768922734	0.115043639
LOC100129518	89.39458188	77.81258361	46.03746035	98.55343149	70.95663804	67.55964501	53.11803055	54.01830404	0.727782723	-0.343445975	0.23834292	0.788156497	0.137998259
ARHGEF1	929.0651188	1092.573948	1107.661296	882.1498328	803.8056653	950.5266721	821.4978173	927.4840883	0.507465973	-0.195234959	0.082753366	0.873430636	0.294593073
POU4F1	1284.515004	741.8843588	855.3760133	982.6356845	1523.350323	1425.320844	1081.593001	1271.978178	0.212273439	0.456298685	0.014015208	1.372017312	0.673104344
SHCBP1	240.5139941	239.8333057	295.5604954	233.8228473	453.457265	335.9215682	304.0549335	278.2452265	0.238637938	0.439851848	0.017314522	1.356465023	0.622260512
PIGC	1351.56094	1265.253928	1065.306832	1185.539808	1198.501964	1210.44364	1138.374344	1105.846413	0.869751609	-0.064333603	0.486175291	0.956386982	0.060604759
CACNA1B	3912.077178	4037.726941	3256.689945	4403.019483	3858.267193	4092.988493	3863.878808	4300.060845	0.925417664	0.046107959	0.650557128	1.032475795	0.033662215
MZT1	854.5696339	843.1473101	883.9192387	863.7918407	910.2406224	824.7906661	879.1949884	806.1977075	0.977271492	-0.01136009	0.871503258	0.992156706	0.00998477
ANP32E	2861.690841	3215.898147	4149.816676	3309.269636	3455.810012	2983.884321	3833.656481	3626.360864	0.956964497	0.037987698	0.774099127	1.026680791	0.019104174
GAS2	46.82573337	25.58221927	44.19596193	46.37808541	35.47831902	36.59480771	39.38060886	44.84538449	0.971227115	-0.062821804	0.830494131	0.957389704	0.012679201
AKAP17A	1277.065455	1140.540609	1236.566185	1074.425645	1286.089064	1190.738743	1083.424658	1201.652462	0.984963098	0.009570092	0.914799681	1.006655533	0.00658004
TEK	71.30282126	116.1859125	564.4192639	358.4639518	74.28273045	147.3175593	731.7466622	745.0449105	0.884259246	0.612951414	0.513484748	1.529384771	0.053420391
PIK3AP1	14.89909698	20.25259026	33.14697145	33.81735394	42.13050384	23.45821007	38.46478074	39.74931807	0.702137342	0.484441274	0.215786426	1.39904394	0.153577929
ZNF200	303.3030457	325.1073699	276.2247621	304.3561855	444.5876852	474.7941719	442.3449785	394.4355408	4.12E-05	0.540367365	3.89E-07	1.454342801	4.38505574
C19orf38	9.577990916	18.12073865	19.33573335	22.22283259	7.760882286	15.01325445	10.98993736	13.24977269	0.725813358	-0.557461853	0.23647377	0.679496558	0.139175043
ZNF101	173.4680577	200.3940509	286.3530034	192.2758124	217.304704	223.3221599	294.8966524	289.4565726	0.685324265	0.264857263	0.200028893	1.201517168	0.164103891
ST18	4367.563858	5140.960147	5065.041388	4626.214019	2158.633973	2560.698211	3216.388333	3289.001267	1.05E-05	-0.774241389	8.54E-08	0.584695994	4.979605865
FAM78A	113.8716698	128.9770222	205.3270732	114.0127933	149.6741584	155.7625149	108.9835454	143.709073	0.991921736	-0.013342392	0.957319602	0.990794392	0.003522593
APLP2	6781.217568	6824.05699	9608.938724	7943.213336	11793.21498	11962.74881	16132.31221	16019.9944	1.36E-05	0.843436635	1.13E-07	1.794319292	4.867661058
ZCCHC4	183.0460486	209.9873832	221.9005589	167.1543495	186.2611749	168.8991125	166.6807166	169.1894051	0.697598449	-0.180333206	0.210977168	0.88249915	0.156394494
PHAX	1656.992428	1642.591662	1326.799607	1662.847604	1673.024481	1653.334646	1620.099932	1659.279226	0.846228656	0.071248419	0.428159493	1.050625436	0.072512272
INPP5F	5790.427619	5839.141548	5022.686924	6012.725531	11194.51835	11033.80369	10616.27949	10295.07338	7.11E-34	0.92865884	5.98E-37	1.903505634	33.1480746
ASPSCR1	436.3306973	414.6451373	377.5071749	439.6256012	471.1964245	442.8910062	441.4291504	451.5114847	0.691409261	0.115524608	0.204548349	1.08336892	0.160264807
CASP9	658.7529308	730.159175	641.7621973	612.5772114	664.1097842	709.3762726	625.5106011	702.2379526	0.945764375	0.031949814	0.724307262	1.022392965	0.024217049
JAK2	403.3398397	443.425134	304.7679875	379.7205743	403.5658789	413.8028257	385.5636355	397.4931807	0.919233615	0.065335413	0.622652814	1.046328173	0.036574103
IL17RB	74.4954849	82.07628682	91.15417149	95.65480115	68.7392431	73.18961542	82.42453016	64.21043688	0.680312869	-0.25060949	0.196394543	0.84054124	0.167291314
ARHGAP42	282.0186214	256.8881185	402.3674034	243.4849484	569.8704993	389.4062872	333.3614331	339.3980235	0.408865172	0.46034074	0.051581414	1.375866736	0.388419882
FAXC	2018.827641	1959.171626	1591.975379	1753.671354	1796.0899	1879.471791	2051.454973	1820.314925	0.92541317	0.044172751	0.650494125	1.031091776	0.033664324
ACO2	3740.737563	3650.795875	3597.367152	3355.647721	3514.570978	3577.8462	3164.18613	3140.196128	0.647237967	-0.098593819	0.167071159	0.933942853	0.188936015
PIM2	413.9820518	385.8651406	438.2766225	420.301399	434.609408	480.4241423	484.4730717	559.5480928	0.29686126	0.24008598	0.027144453	1.181063047	0.527446473
GFPT2	822.6429975	1044.607287	2074.447963	1271.532508	1038.849529	1075.32435	1659.480541	1715.335957	0.966098021	0.074163052	0.797656206	1.052750129	0.014978807
UTP20	441.6518033	430.6340244	584.6757464	620.3068923	600.9140284	438.1993641	707.9351313	1062.020242	0.540067778	0.434888719	0.099813354	1.351806559	0.267551733
STK4	1512.258343	1452.856869	1396.776547	1579.753534	1495.632886	1502.263773	1626.510729	1630.741254	0.763402183	0.074545075	0.282726375	1.053028932	0.117246603
ALDH3B1	9.577990916	19.18666445	30.38472383	17.39178203	9.978277224	12.19826924	10.98993736	11.21134612	0.553073615	-0.791035045	0.106694324	0.577929314	0.25721706
CHST10	1056.771664	900.7073034	999.0128896	1004.858517	1042.175621	1129.747397	1142.037657	1156.807077	0.280098238	0.174866135	0.023784463	1.128859655	0.552689623
ENG	18.09176062	13.85703544	53.403454	18.35799214	13.30436963	13.13659764	33.88564018	31.5956118	0.955294918	-0.176820234	0.765796451	0.88465066	0.019862532
GLUD1P7	13.83487577	12.79110963	14.73198731	12.56073146	17.73915951	17.82823965	23.81153094	13.24977269	0.765314793	0.433077789	0.286063197	1.35011078	0.116159892
PQLC2	896.0742612	800.510278	717.2636322	853.1635295	931.3058743	906.4252372	826.992786	777.6597356	0.865064677	0.075706888	0.469362276	1.053877286	0.062951421
LOC115110	17.02753941	13.85703544	21.17723176	14.49315169	18.84785698	19.70489646	14.65324981	14.26898597	0.993677585	0.014427632	0.97034525	1.010050645	0.002754507
SCG5	1450.533513	1424.076873	1633.409093	1474.436632	1189.632385	1499.448788	1815.17132	1469.705555	0.99592521	-0.001633462	0.989085985	0.998868411	0.001773274
MTMR14	1046.129452	999.8384031	1010.06188	990.3653654	1000.045117	1069.694379	1020.232518	1035.520696	0.921550968	0.028635195	0.628739529	1.020046694	0.03548064
NBPF3	168.1469516	203.5918284	213.613816	179.7150809	116.4132343	154.8241865	180.4181382	175.3046848	0.570101062	-0.285248516	0.118967675	0.820600242	0.24404815
TNIP2	476.7711034	472.2051307	581.9134988	501.4630485	521.0878106	514.2039648	573.3083987	582.9899984	0.78078799	0.107790316	0.308967439	1.077576516	0.107466876
LRRC37A8P	7.44954849	19.18666445	26.701727	16.42557191	17.73915951	19.70489646	18.31656226	21.40347896	0.953856558	0.138603442	0.760620754	1.100838965	0.02051693
PLBD1	17.02753941	28.77999668	79.1844318	31.88493372	26.60873927	28.14985209	43.95974942	57.0759439	0.994231241	-0.01376485	0.977707868	0.990504304	0.002512595
SCARB1	603.4134277	631.0280753	800.1310609	685.0429699	623.0879778	681.2264205	666.7228662	682.8729002	0.950556777	-0.03609653	0.744212753	0.975290203	0.022021938
